,url,date_of_creation
0,https://www.cnn.com/sitemaps/article-2023-11.xml,2023-11-21T10:58:57Z
1,https://www.cnn.com/sitemaps/gallery-2023-11.xml,2023-11-21T09:28:53Z
2,https://www.cnn.com/sitemaps/video-2023-11.xml,2023-11-21T00:35:36Z
3,https://www.cnn.com/sitemaps/show-2023-11.xml,2023-11-20T22:43:08Z
4,https://www.cnn.com/sitemaps/special-2023-11.xml,2023-11-20T12:37:53Z
5,https://edition.cnn.com/sitemaps/gallery-2023-11.xml,2023-11-20T03:30:05Z
6,https://edition.cnn.com/sitemaps/article-2023-11.xml,2023-11-17T14:47:55Z
7,https://www.cnn.com/sitemaps/profile-2023-11.xml,2023-11-10T09:52:04Z
8,https://www.cnn.com/sitemaps/gallery-2023-10.xml,2023-10-31T13:02:03Z
9,https://www.cnn.com/sitemaps/show-2023-10.xml,2023-10-31T01:24:38Z
10,https://edition.cnn.com/sitemaps/gallery-2023-10.xml,2023-10-30T03:12:22Z
11,https://www.cnn.com/sitemaps/special-2023-10.xml,2023-10-26T15:17:57Z
12,https://www.cnn.com/sitemaps/profile-2023-10.xml,2023-10-26T08:12:43Z
13,https://edition.cnn.com/sitemaps/article-2023-10.xml,2023-10-25T14:34:00Z
14,https://www.cnn.com/sitemaps/article-2023-10.xml,2023-10-12T17:11:31Z
15,https://www.cnn.com/sitemaps/video-2023-10.xml,2023-10-06T10:33:45Z
16,https://edition.cnn.com/sitemaps/gallery-2023-09.xml,2023-09-30T23:43:36Z
17,https://edition.cnn.com/sitemaps/article-2023-09.xml,2023-09-30T21:28:40Z
18,https://www.cnn.com/sitemaps/show-2023-09.xml,2023-09-30T15:11:49Z
19,https://www.cnn.com/sitemaps/gallery-2023-09.xml,2023-09-30T10:28:07Z
20,https://www.cnn.com/sitemaps/profile-2023-09.xml,2023-09-29T19:25:18Z
21,https://www.cnn.com/sitemaps/article-2023-09.xml,2023-09-29T10:37:00Z
22,https://www.cnn.com/sitemaps/special-2023-09.xml,2023-09-28T20:25:46Z
23,https://www.cnn.com/sitemaps/video-2023-09.xml,2023-09-07T01:42:01Z
24,https://edition.cnn.com/sitemaps/article-2023-08.xml,2023-08-31T23:15:42Z
25,https://www.cnn.com/sitemaps/show-2023-08.xml,2023-08-31T23:12:29Z
26,https://www.cnn.com/sitemaps/profile-2023-08.xml,2023-08-31T21:40:08Z
27,https://www.cnn.com/sitemaps/gallery-2023-08.xml,2023-08-31T18:24:15Z
28,https://www.cnn.com/sitemaps/special-2023-08.xml,2023-08-31T03:07:36Z
29,https://edition.cnn.com/sitemaps/gallery-2023-08.xml,2023-08-28T14:22:26Z
30,https://www.cnn.com/sitemaps/video-2023-08.xml,2023-08-18T12:14:24Z
31,https://www.cnn.com/sitemaps/article-2023-08.xml,2023-08-04T11:19:19Z
32,https://www.cnn.com/sitemaps/gallery-2023-07.xml,2023-07-31T22:11:18Z
33,https://www.cnn.com/sitemaps/profile-2023-07.xml,2023-07-31T19:57:39Z
34,https://edition.cnn.com/sitemaps/gallery-2023-07.xml,2023-07-31T17:03:22Z
35,https://www.cnn.com/sitemaps/show-2023-07.xml,2023-07-31T11:46:49Z
36,https://edition.cnn.com/sitemaps/article-2023-07.xml,2023-07-30T00:10:16Z
37,https://www.cnn.com/sitemaps/article-2023-07.xml,2023-07-27T16:45:29Z
38,https://www.cnn.com/sitemaps/video-2023-07.xml,2023-07-27T16:37:05Z
39,https://www.cnn.com/sitemaps/special-2023-07.xml,2023-07-26T16:49:58Z
40,https://edition.cnn.com/sitemaps/article-2023-06.xml,2023-06-30T23:53:52Z
41,https://www.cnn.com/sitemaps/show-2023-06.xml,2023-06-30T22:41:14Z
42,https://www.cnn.com/sitemaps/profile-2023-06.xml,2023-06-30T17:49:08Z
43,https://edition.cnn.com/sitemaps/gallery-2023-06.xml,2023-06-30T09:55:20Z
44,https://www.cnn.com/sitemaps/special-2023-06.xml,2023-06-21T20:20:35Z
45,https://www.cnn.com/sitemaps/video-2023-06.xml,2023-06-15T20:28:42Z
46,https://www.cnn.com/sitemaps/article-2023-06.xml,2023-06-14T23:47:59Z
47,https://www.cnn.com/sitemaps/gallery-2023-06.xml,2023-06-12T07:40:38Z
48,https://edition.cnn.com/sitemaps/article-2023-05.xml,2023-05-31T23:30:51Z
49,https://www.cnn.com/sitemaps/show-2023-05.xml,2023-05-31T23:20:54Z
50,https://www.cnn.com/sitemaps/profile-2023-05.xml,2023-05-31T17:33:54Z
51,https://www.cnn.com/sitemaps/special-2023-05.xml,2023-05-31T16:02:07Z
52,https://www.cnn.com/sitemaps/gallery-2023-05.xml,2023-05-31T12:25:56Z
53,https://edition.cnn.com/sitemaps/gallery-2023-05.xml,2023-05-19T22:54:40Z
54,https://www.cnn.com/sitemaps/article-2023-05.xml,2023-05-17T15:40:46Z
55,https://www.cnn.com/sitemaps/video-2023-05.xml,2023-05-11T20:16:05Z
56,https://edition.cnn.com/sitemaps/article-2023-04.xml,2023-04-30T23:03:54Z
57,https://www.cnn.com/sitemaps/show-2023-04.xml,2023-04-30T16:47:41Z
58,https://www.cnn.com/sitemaps/special-2023-04.xml,2023-04-28T17:36:43Z
59,https://www.cnn.com/sitemaps/profile-2023-04.xml,2023-04-27T22:00:36Z
60,https://edition.cnn.com/sitemaps/gallery-2023-04.xml,2023-04-26T21:15:21Z
61,https://www.cnn.com/sitemaps/article-2023-04.xml,2023-04-20T19:16:42Z
62,https://www.cnn.com/sitemaps/gallery-2023-04.xml,2023-04-17T17:06:57Z
63,https://www.cnn.com/sitemaps/video-2023-04.xml,2023-04-13T21:28:54Z
64,https://edition.cnn.com/sitemaps/article-2023-03.xml,2023-03-31T23:59:05Z
65,https://www.cnn.com/sitemaps/show-2023-03.xml,2023-03-31T22:20:44Z
66,https://www.cnn.com/sitemaps/profile-2023-03.xml,2023-03-31T13:51:22Z
67,https://www.cnn.com/sitemaps/special-2023-03.xml,2023-03-31T11:12:24Z
68,https://www.cnn.com/sitemaps/article-2023-03.xml,2023-03-24T15:32:42Z
69,https://www.cnn.com/sitemaps/video-2023-03.xml,2023-03-10T00:28:36Z
70,https://edition.cnn.com/sitemaps/gallery-2023-03.xml,2023-03-09T14:18:01Z
71,https://www.cnn.com/sitemaps/gallery-2023-03.xml,2023-03-04T22:17:14Z
72,https://www.cnn.com/sitemaps/special-2023-02.xml,2023-02-28T22:57:17Z
73,https://www.cnn.com/sitemaps/profile-2023-02.xml,2023-02-28T21:05:04Z
74,https://www.cnn.com/sitemaps/gallery-2023-02.xml,2023-02-28T13:20:02Z
75,https://www.cnn.com/sitemaps/show-2023-02.xml,2023-02-28T12:56:24Z
76,https://edition.cnn.com/sitemaps/gallery-2023-02.xml,2023-02-28T09:35:19Z
77,https://www.cnn.com/sitemaps/article-2023-02.xml,2023-02-24T16:59:53Z
78,https://edition.cnn.com/sitemaps/special-2023-02.xml,2023-02-20T10:30:11Z
79,https://www.cnn.com/sitemaps/video-2023-02.xml,2023-02-14T11:04:42Z
80,https://edition.cnn.com/sitemaps/article-2023-02.xml,2023-02-08T16:23:59Z
81,https://www.cnn.com/sitemaps/special-2023-01.xml,2023-01-31T22:29:51Z
82,https://www.cnn.com/sitemaps/profile-2023-01.xml,2023-01-31T21:06:20Z
83,https://www.cnn.com/sitemaps/gallery-2023-01.xml,2023-01-31T13:57:32Z
84,https://www.cnn.com/sitemaps/show-2023-01.xml,2023-01-31T11:35:38Z
85,https://edition.cnn.com/sitemaps/gallery-2023-01.xml,2023-01-30T07:30:18Z
86,https://www.cnn.com/sitemaps/article-2023-01.xml,2023-01-27T18:01:13Z
87,https://edition.cnn.com/sitemaps/special-2023-01.xml,2023-01-26T03:17:13Z
88,https://edition.cnn.com/sitemaps/article-2023-01.xml,2023-01-25T17:13:14Z
89,https://www.cnn.com/sitemaps/video-2023-01.xml,2023-01-13T06:25:19Z
90,https://edition.cnn.com/sitemaps/article-2022-12.xml,2022-12-31T23:03:17Z
91,https://www.cnn.com/sitemaps/gallery-2022-12.xml,2022-12-31T22:46:08Z
92,https://www.cnn.com/sitemaps/special-2022-12.xml,2022-12-31T20:43:25Z
93,https://edition.cnn.com/sitemaps/gallery-2022-12.xml,2022-12-31T13:47:40Z
94,https://www.cnn.com/sitemaps/show-2022-12.xml,2022-12-30T23:07:26Z
95,https://www.cnn.com/sitemaps/profile-2022-12.xml,2022-12-29T11:03:39Z
96,https://edition.cnn.com/sitemaps/special-2022-12.xml,2022-12-23T08:39:55Z
97,https://www.cnn.com/sitemaps/article-2022-12.xml,2022-12-12T12:28:36Z
98,https://www.cnn.com/sitemaps/video-2022-12.xml,2022-12-01T01:19:24Z
99,https://www.cnn.com/sitemaps/show-2022-11.xml,2022-11-30T23:09:25Z
100,https://www.cnn.com/sitemaps/gallery-2022-11.xml,2022-11-30T23:07:10Z
101,https://www.cnn.com/sitemaps/special-2022-11.xml,2022-11-30T22:56:33Z
102,https://www.cnn.com/sitemaps/profile-2022-11.xml,2022-11-30T22:44:17Z
103,https://edition.cnn.com/sitemaps/gallery-2022-11.xml,2022-11-30T21:12:28Z
104,https://edition.cnn.com/sitemaps/special-2022-11.xml,2022-11-29T11:22:50Z
105,https://edition.cnn.com/sitemaps/article-2022-11.xml,2022-11-28T05:14:23Z
106,https://www.cnn.com/sitemaps/article-2022-11.xml,2022-11-21T10:45:39Z
107,https://www.cnn.com/sitemaps/video-2022-11.xml,2022-11-19T23:53:56Z
108,https://edition.cnn.com/sitemaps/article-2022-10.xml,2022-10-31T23:26:20Z
109,https://www.cnn.com/sitemaps/special-2022-10.xml,2022-10-31T22:40:27Z
110,https://www.cnn.com/sitemaps/show-2022-10.xml,2022-10-31T22:21:12Z
111,https://www.cnn.com/sitemaps/gallery-2022-10.xml,2022-10-31T20:37:00Z
112,https://www.cnn.com/sitemaps/profile-2022-10.xml,2022-10-31T18:36:38Z
113,https://edition.cnn.com/sitemaps/gallery-2022-10.xml,2022-10-31T11:41:29Z
114,https://edition.cnn.com/sitemaps/special-2022-10.xml,2022-10-24T03:17:15Z
115,https://www.cnn.com/sitemaps/video-2022-10.xml,2022-10-20T09:12:30Z
116,https://www.cnn.com/sitemaps/article-2022-10.xml,2022-10-09T08:08:29Z
117,https://www.cnn.com/sitemaps/show-2022-09.xml,2022-09-30T23:00:49Z
118,https://www.cnn.com/sitemaps/gallery-2022-09.xml,2022-09-30T22:03:15Z
119,https://www.cnn.com/sitemaps/special-2022-09.xml,2022-09-30T19:26:22Z
120,https://edition.cnn.com/sitemaps/article-2022-09.xml,2022-09-30T18:02:40Z
121,https://edition.cnn.com/sitemaps/special-2022-09.xml,2022-09-30T03:34:13Z
122,https://edition.cnn.com/sitemaps/gallery-2022-09.xml,2022-09-26T16:41:36Z
123,https://www.cnn.com/sitemaps/article-2022-09.xml,2022-09-21T18:46:51Z
124,https://www.cnn.com/sitemaps/profile-2022-09.xml,2022-09-13T18:11:15Z
125,https://edition.cnn.com/sitemaps/video-2022-09.xml,2022-09-09T21:15:21Z
126,https://www.cnn.com/sitemaps/video-2022-09.xml,2022-09-06T18:07:14Z
127,https://www.cnn.com/sitemaps/show-2022-08.xml,2022-08-31T22:30:04Z
128,https://www.cnn.com/sitemaps/special-2022-08.xml,2022-08-31T21:10:05Z
129,https://www.cnn.com/sitemaps/profile-2022-08.xml,2022-08-31T19:51:24Z
130,https://www.cnn.com/sitemaps/gallery-2022-08.xml,2022-08-31T19:15:24Z
131,https://edition.cnn.com/sitemaps/special-2022-08.xml,2022-08-31T19:14:59Z
132,https://edition.cnn.com/sitemaps/article-2022-08.xml,2022-08-31T04:56:47Z
133,https://edition.cnn.com/sitemaps/gallery-2022-08.xml,2022-08-31T01:31:26Z
134,https://www.cnn.com/sitemaps/article-2022-08.xml,2022-08-08T15:52:20Z
135,https://www.cnn.com/sitemaps/video-2022-08.xml,2022-08-04T20:39:11Z
136,https://edition.cnn.com/sitemaps/gallery-2022-07.xml,2022-07-31T21:58:20Z
137,https://www.cnn.com/sitemaps/show-2022-07.xml,2022-07-31T19:46:48Z
138,https://www.cnn.com/sitemaps/profile-2022-07.xml,2022-07-31T07:22:49Z
139,https://www.cnn.com/sitemaps/special-2022-07.xml,2022-07-30T16:57:12Z
140,https://edition.cnn.com/sitemaps/special-2022-07.xml,2022-07-29T03:18:52Z
141,https://www.cnn.com/sitemaps/video-2022-07.xml,2022-07-25T21:56:42Z
142,https://www.cnn.com/sitemaps/gallery-2022-07.xml,2022-07-22T04:05:59Z
143,https://www.cnn.com/sitemaps/article-2022-07.xml,2022-07-05T22:31:22Z
144,https://edition.cnn.com/sitemaps/article-2022-07.xml,2022-07-04T15:12:36Z
145,https://www.cnn.com/sitemaps/special-2022-06.xml,2022-06-30T23:49:59Z
146,https://www.cnn.com/sitemaps/gallery-2022-06.xml,2022-06-30T23:48:13Z
147,https://www.cnn.com/sitemaps/show-2022-06.xml,2022-06-30T23:06:59Z
148,https://www.cnn.com/sitemaps/profile-2022-06.xml,2022-06-30T11:50:25Z
149,https://edition.cnn.com/sitemaps/special-2022-06.xml,2022-06-28T03:01:31Z
150,https://edition.cnn.com/sitemaps/article-2022-06.xml,2022-06-21T13:32:45Z
151,https://www.cnn.com/sitemaps/video-2022-06.xml,2022-06-20T23:48:32Z
152,https://edition.cnn.com/sitemaps/gallery-2022-06.xml,2022-06-07T18:59:30Z
153,https://www.cnn.com/sitemaps/article-2022-06.xml,2022-06-01T07:05:36Z
154,https://www.cnn.com/sitemaps/show-2022-05.xml,2022-05-31T23:31:33Z
155,https://www.cnn.com/sitemaps/special-2022-05.xml,2022-05-31T19:19:36Z
156,https://www.cnn.com/sitemaps/profile-2022-05.xml,2022-05-31T18:11:56Z
157,https://edition.cnn.com/sitemaps/gallery-2022-05.xml,2022-05-31T15:05:47Z
158,https://www.cnn.com/sitemaps/article-2022-05.xml,2022-05-30T13:44:32Z
159,https://edition.cnn.com/sitemaps/special-2022-05.xml,2022-05-30T12:56:51Z
160,https://www.cnn.com/sitemaps/gallery-2022-05.xml,2022-05-27T17:26:13Z
161,https://www.cnn.com/sitemaps/video-2022-05.xml,2022-05-20T18:24:00Z
162,https://edition.cnn.com/sitemaps/article-2022-05.xml,2022-05-10T20:25:35Z
163,https://www.cnn.com/sitemaps/gallery-2022-04.xml,2022-04-30T21:09:21Z
164,https://www.cnn.com/sitemaps/profile-2022-04.xml,2022-04-30T15:37:09Z
165,https://www.cnn.com/sitemaps/special-2022-04.xml,2022-04-30T15:30:25Z
166,https://edition.cnn.com/sitemaps/special-2022-04.xml,2022-04-30T14:40:08Z
167,https://www.cnn.com/sitemaps/show-2022-04.xml,2022-04-30T14:24:04Z
168,https://edition.cnn.com/sitemaps/article-2022-04.xml,2022-04-27T13:21:56Z
169,https://edition.cnn.com/sitemaps/gallery-2022-04.xml,2022-04-26T16:02:57Z
170,https://www.cnn.com/sitemaps/video-2022-04.xml,2022-04-15T16:15:04Z
171,https://www.cnn.com/sitemaps/article-2022-04.xml,2022-04-13T18:11:23Z
172,https://www.cnn.com/sitemaps/special-2022-03.xml,2022-03-31T23:57:36Z
173,https://www.cnn.com/sitemaps/show-2022-03.xml,2022-03-31T23:00:23Z
174,https://www.cnn.com/sitemaps/profile-2022-03.xml,2022-03-31T20:24:22Z
